transaction_id,customer_id,transaction_datetime,city,payment_method,transaction_type,device_type,amount,risk_score,fraud_flag,fraud_reason
93,CUST_959,2025-06-09 11:41:00,Ziguinchor,Carte Bancaire,Paiement,iPhone,21198,0,0,Normal
94,CUST_913,2025-03-18 11:07:00,Kaolack,Orange Money,Paiement,iPhone,2853,0,0,Normal
95,CUST_810,2025-06-14 13:24:00,Kaolack,Carte Bancaire,Transfert,Android,51471,0,0,Normal
96,CUST_531,2025-06-14 21:00:00,Thiès,Orange Money,Transfert,iPhone,18084,0,0,Normal
97,CUST_305,2025-06-01 06:48:00,Kaolack,Orange Money,Transfert,iPhone,27443,0,0,Normal
98,CUST_29,2025-01-02 16:00:00,Saint-Louis,Orange Money,Transfert,Android,38051,0,0,Normal
99,CUST_527,2025-03-21 18:15:00,Saint-Louis,Wave,Paiement,Android,44920,0,0,Normal
100,CUST_243,2025-04-17 05:19:00,Kaolack,Carte Bancaire,Transfert,iPhone,16990,0,0,Normal
101,CUST_359,2025-05-20 09:04:00,Saint-Louis,Orange Money,Retrait,iPhone,18989,0,0,Normal
102,CUST_745,2025-06-13 11:03:00,Kaolack,Free Money,Paiement,Android,29058,0,0,Normal
103,CUST_995,2025-05-08 13:28:00,Kaolack,Free Money,Paiement,Android,8023,0,0,Normal
104,CUST_147,2025-02-12 10:25:00,Saint-Louis,Free Money,Paiement,Android,11689,0,0,Normal
105,CUST_905,2025-02-14 04:59:00,Thiès,Carte Bancaire,Retrait,iPhone,56264,25,0,Normal
106,CUST_29,2025-03-06 10:28:00,Saint-Louis,Wave,Transfert,Android,28493,0,0,Normal
107,CUST_318,2025-01-07 19:51:00,Kaolack,Wave,Paiement,Android,8519,0,0,Normal
108,CUST_653,2025-03-23 13:40:00,Ziguinchor,Carte Bancaire,Transfert,Android,7790,0,0,Normal
109,CUST_140,2025-04-30 20:49:00,Ziguinchor,Wave,Retrait,Android,59568,0,0,Normal
110,CUST_967,2025-06-01 13:57:00,Ziguinchor,Wave,Transfert,Android,64304,0,0,Normal
111,CUST_422,2025-01-24 08:18:00,Thiès,Free Money,Paiement,iPhone,33608,0,0,Normal
112,CUST_602,2025-05-22 20:39:00,Dakar,Orange Money,Transfert,iPhone,17994,0,0,Normal
113,CUST_236,2025-02-04 10:23:00,Ziguinchor,Carte Bancaire,Transfert,iPhone,68918,0,0,Normal
114,CUST_679,2025-03-18 08:45:00,Saint-Louis,Carte Bancaire,Transfert,iPhone,6292,0,0,Normal
115,CUST_362,2025-03-23 13:07:00,Saint-Louis,Wave,Transfert,iPhone,46531,0,0,Normal
116,CUST_671,2025-01-09 11:34:00,Ziguinchor,Wave,Retrait,Android,45559,0,0,Normal
117,CUST_894,2025-04-07 14:03:00,Ziguinchor,Orange Money,Retrait,Android,36800,0,0,Normal
118,CUST_250,2025-06-29 19:11:00,Dakar,Carte Bancaire,Paiement,iPhone,45124,0,0,Normal
119,CUST_873,2025-06-21 08:39:00,Ziguinchor,Orange Money,Paiement,Android,79681,0,0,Normal
120,CUST_799,2025-03-07 07:14:00,Kaolack,Wave,Paiement,Android,13546,0,0,Normal
121,CUST_447,2025-03-28 14:13:00,Dakar,Orange Money,Retrait,Android,44740,0,0,Normal
122,CUST_367,2025-04-18 08:26:00,Saint-Louis,Orange Money,Paiement,iPhone,54275,0,0,Normal
123,CUST_168,2025-04-10 13:04:00,Kaolack,Free Money,Transfert,iPhone,39330,0,0,Normal
124,CUST_199,2025-02-14 11:26:00,Saint-Louis,Free Money,Paiement,Android,56191,0,0,Normal
125,CUST_720,2025-01-23 13:24:00,Ziguinchor,Wave,Paiement,Android,9064,0,0,Normal
126,CUST_536,2025-05-20 06:16:00,Ziguinchor,Orange Money,Paiement,Android,26293,0,0,Normal
127,CUST_264,2025-01-17 14:22:00,Kaolack,Free Money,Transfert,Android,33933,0,0,Normal
128,CUST_931,2025-05-26 07:57:00,Dakar,Carte Bancaire,Paiement,Android,35365,0,0,Normal
129,CUST_58,2025-06-19 08:07:00,Ziguinchor,Wave,Transfert,iPhone,55426,0,0,Normal
130,CUST_61,2025-06-24 19:44:00,Dakar,Orange Money,Retrait,iPhone,26702,0,0,Normal
131,CUST_533,2025-06-26 15:18:00,Dakar,Wave,Paiement,iPhone,21397,0,0,Normal
132,CUST_935,2025-06-17 11:55:00,Thiès,Carte Bancaire,Transfert,Android,42217,0,0,Normal
133,CUST_630,2025-06-23 15:09:00,Saint-Louis,Wave,Transfert,Android,32851,0,0,Normal
134,CUST_256,2025-01-05 11:38:00,Ziguinchor,Wave,Paiement,Android,21009,35,1,Comportement suspect
135,CUST_473,2025-03-09 18:31:00,Ziguinchor,Wave,Paiement,iPhone,70015,0,0,Normal
136,CUST_576,2025-03-22 19:05:00,Kaolack,Orange Money,Paiement,iPhone,42006,0,0,Normal
137,CUST_186,2025-01-13 15:55:00,Kaolack,Orange Money,Paiement,Android,39991,0,0,Normal
138,CUST_271,2025-02-04 16:41:00,Dakar,Free Money,Transfert,Android,10902,0,0,Normal
139,CUST_724,2025-03-27 15:33:00,Thiès,Carte Bancaire,Retrait,Android,500,35,1,Comportement suspect
140,CUST_789,2025-02-26 08:06:00,Kaolack,Wave,Transfert,iPhone,39868,0,0,Normal
141,CUST_391,2025-04-19 18:10:00,Kaolack,Orange Money,Retrait,iPhone,14922,0,0,Normal
142,CUST_738,2025-06-25 10:38:00,Ziguinchor,Orange Money,Paiement,iPhone,18413,0,0,Normal
143,CUST_836,2025-01-26 16:51:00,Kaolack,Free Money,Paiement,iPhone,42122,0,0,Normal
144,CUST_805,2025-06-25 13:01:00,Saint-Louis,Wave,Retrait,iPhone,4469,0,0,Normal
145,CUST_251,2025-03-03 19:15:00,Saint-Louis,Wave,Transfert,iPhone,11235,35,1,Comportement suspect
146,CUST_482,2025-06-11 17:29:00,Saint-Louis,Orange Money,Transfert,iPhone,2816,0,0,Normal
147,CUST_11,2025-04-09 22:53:00,Dakar,Carte Bancaire,Transfert,iPhone,4788,0,0,Normal
148,CUST_590,2025-01-09 09:47:00,Kaolack,Carte Bancaire,Transfert,Android,6609,0,0,Normal
149,CUST_473,2025-02-14 11:43:00,Ziguinchor,Orange Money,Retrait,iPhone,76556,0,0,Normal
150,CUST_418,2025-05-23 12:06:00,Thiès,Orange Money,Retrait,iPhone,31829,0,0,Normal
151,CUST_340,2025-06-07 10:17:00,Kaolack,Free Money,Transfert,Android,53301,0,0,Normal
152,CUST_456,2025-03-26 12:09:00,Kaolack,Free Money,Retrait,iPhone,47308,0,0,Normal
153,CUST_262,2025-05-31 15:21:00,Dakar,Orange Money,Retrait,Android,38065,35,1,Comportement suspect
154,CUST_621,2025-06-04 05:01:00,Thiès,Free Money,Paiement,Android,67858,0,0,Normal
155,CUST_865,2025-06-14 13:47:00,Ziguinchor,Wave,Transfert,iPhone,12525,30,0,Normal
156,CUST_592,2025-04-04 13:27:00,Kaolack,Orange Money,Paiement,Android,7226,0,0,Normal
157,CUST_616,2025-05-23 17:31:00,Thiès,Orange Money,Paiement,iPhone,6864,0,0,Normal
158,CUST_139,2025-05-14 08:20:00,Kaolack,Carte Bancaire,Paiement,iPhone,1401,0,0,Normal
159,CUST_983,2025-04-16 14:18:00,Kaolack,Carte Bancaire,Retrait,Android,8973,0,0,Normal
160,CUST_543,2025-06-04 10:09:00,Ziguinchor,Orange Money,Retrait,Android,22853,0,0,Normal
161,CUST_693,2025-05-21 12:58:00,Saint-Louis,Carte Bancaire,Retrait,Android,6561,0,0,Normal
162,CUST_696,2025-04-27 15:40:00,Thiès,Free Money,Transfert,Android,8581,0,0,Normal
163,CUST_805,2025-01-09 02:38:00,Saint-Louis,Orange Money,Transfert,Android,4031,25,0,Normal
164,CUST_748,2025-05-30 10:07:00,Kaolack,Wave,Retrait,iPhone,66434,0,0,Normal
165,CUST_12,2025-03-31 18:08:00,Saint-Louis,Wave,Retrait,iPhone,9663,0,0,Normal
166,CUST_197,2025-03-04 06:08:00,Thiès,Free Money,Transfert,iPhone,14831,0,0,Normal
167,CUST_95,2025-01-14 19:03:00,Dakar,Orange Money,Paiement,Android,86028,35,1,Comportement suspect
168,CUST_213,2025-04-24 15:24:00,Ziguinchor,Free Money,Retrait,iPhone,55639,0,0,Normal
169,CUST_116,2025-02-17 11:13:00,Ziguinchor,Free Money,Transfert,Android,20193,0,0,Normal
170,CUST_856,2025-04-24 17:08:00,Ziguinchor,Wave,Paiement,iPhone,17336,0,0,Normal
171,CUST_518,2025-03-06 21:42:00,Thiès,Wave,Retrait,Android,24105,0,0,Normal
172,CUST_327,2025-01-28 17:21:00,Dakar,Carte Bancaire,Paiement,iPhone,10064,0,0,Normal
173,CUST_833,2025-02-24 11:23:00,Saint-Louis,Free Money,Paiement,Android,64215,0,0,Normal
174,CUST_739,2025-04-17 12:33:00,Thiès,Carte Bancaire,Retrait,iPhone,16296,0,0,Normal
175,CUST_635,2025-03-02 02:17:00,Ziguinchor,Carte Bancaire,Paiement,Android,76239,25,0,Normal
176,CUST_32,2025-02-13 09:04:00,Thiès,Wave,Retrait,iPhone,50576,0,0,Normal
177,CUST_206,2025-01-25 11:26:00,Ziguinchor,Carte Bancaire,Retrait,iPhone,56542,0,0,Normal
178,CUST_374,2025-03-12 07:13:00,Ziguinchor,Wave,Paiement,Android,28387,0,0,Normal
179,CUST_756,2025-06-30 05:16:00,Ziguinchor,Carte Bancaire,Paiement,iPhone,27532,0,0,Normal
180,CUST_564,2025-05-13 10:38:00,Saint-Louis,Wave,Transfert,Android,50770,0,0,Normal
181,CUST_96,2025-04-09 08:26:00,Saint-Louis,Free Money,Paiement,iPhone,37733,0,0,Normal
182,CUST_59,2025-02-02 14:55:00,Thiès,Free Money,Transfert,Android,57480,0,0,Normal
183,CUST_527,2025-04-17 23:11:00,Saint-Louis,Orange Money,Retrait,iPhone,49752,0,0,Normal
184,CUST_587,2025-02-09 15:17:00,Thiès,Carte Bancaire,Transfert,iPhone,25865,0,0,Normal
185,CUST_954,2025-02-25 12:39:00,Ziguinchor,Wave,Retrait,iPhone,18271,0,0,Normal
186,CUST_677,2025-02-02 13:35:00,Thiès,Orange Money,Retrait,iPhone,70550,0,0,Normal
187,CUST_953,2025-02-27 07:28:00,Saint-Louis,Free Money,Retrait,Android,12135,0,0,Normal
188,CUST_782,2025-05-17 16:42:00,Dakar,Free Money,Retrait,Android,40201,0,0,Normal
189,CUST_819,2025-04-06 12:00:00,Ziguinchor,Wave,Retrait,iPhone,39523,0,0,Normal
190,CUST_15,2025-02-27 16:01:00,Saint-Louis,Carte Bancaire,Transfert,iPhone,13999,0,0,Normal
191,CUST_829,2025-04-25 12:06:00,Ziguinchor,Orange Money,Retrait,iPhone,17034,0,0,Normal
192,CUST_818,2025-05-11 03:38:00,Kaolack,Orange Money,Retrait,Android,44976,25,0,Normal
193,CUST_678,2025-01-26 10:52:00,Saint-Louis,Carte Bancaire,Paiement,Android,14390,0,0,Normal
194,CUST_632,2025-03-23 19:23:00,Thiès,Wave,Paiement,iPhone,51588,0,0,Normal
195,CUST_520,2025-05-26 19:29:00,Ziguinchor,Orange Money,Transfert,Android,500,0,0,Normal
196,CUST_986,2025-06-16 07:03:00,Kaolack,Wave,Retrait,Android,19438,0,0,Normal
197,CUST_461,2025-05-29 23:08:00,Ziguinchor,Orange Money,Retrait,Android,30658,0,0,Normal
198,CUST_367,2025-02-12 14:40:00,Saint-Louis,Wave,Paiement,iPhone,33342,0,0,Normal
199,CUST_535,2025-06-11 09:35:00,Ziguinchor,Free Money,Paiement,Android,500,0,0,Normal
200,CUST_152,2025-02-01 11:07:00,Ziguinchor,Carte Bancaire,Paiement,Android,18634,0,0,Normal
201,CUST_902,2025-01-31 09:58:00,Thiès,Orange Money,Transfert,Android,12020,0,0,Normal
202,CUST_210,2025-02-10 13:23:00,Dakar,Orange Money,Transfert,iPhone,45594,0,0,Normal
203,CUST_65,2025-01-13 14:55:00,Saint-Louis,Free Money,Transfert,Android,500,0,0,Normal
204,CUST_113,2025-01-09 09:48:00,Ziguinchor,Free Money,Paiement,iPhone,36239,0,0,Normal
205,CUST_251,2025-04-28 09:00:00,Ziguinchor,Carte Bancaire,Transfert,Android,5749,0,0,Normal
206,CUST_314,2025-02-23 16:15:00,Ziguinchor,Free Money,Paiement,Android,6163,0,0,Normal
207,CUST_876,2025-06-19 19:30:00,Kaolack,Orange Money,Retrait,Android,27708,0,0,Normal
208,CUST_592,2025-01-12 21:13:00,Kaolack,Wave,Transfert,iPhone,2840,0,0,Normal
209,CUST_681,2025-01-16 09:42:00,Saint-Louis,Orange Money,Paiement,Android,53220,0,0,Normal
210,CUST_21,2025-05-06 19:07:00,Dakar,Free Money,Transfert,iPhone,9481,0,0,Normal
211,CUST_127,2025-05-14 15:24:00,Dakar,Carte Bancaire,Transfert,iPhone,10834,0,0,Normal
212,CUST_274,2025-01-19 09:38:00,Dakar,Wave,Transfert,iPhone,73781,0,0,Normal
213,CUST_566,2025-06-30 13:48:00,Saint-Louis,Carte Bancaire,Paiement,Android,37497,0,0,Normal
214,CUST_24,2025-02-25 22:51:00,Thiès,Free Money,Retrait,Android,5243,0,0,Normal
215,CUST_143,2025-04-13 08:54:00,Ziguinchor,Wave,Transfert,iPhone,65617,0,0,Normal
216,CUST_715,2025-01-14 03:54:00,Dakar,Carte Bancaire,Retrait,iPhone,40551,25,0,Normal
217,CUST_134,2025-02-18 15:41:00,Kaolack,Carte Bancaire,Transfert,iPhone,28103,0,0,Normal
218,CUST_389,2025-04-15 14:32:00,Dakar,Carte Bancaire,Retrait,Android,16716,0,0,Normal
219,CUST_796,2025-01-31 15:24:00,Dakar,Carte Bancaire,Transfert,Android,23803,0,0,Normal
220,CUST_513,2025-03-04 15:32:00,Kaolack,Carte Bancaire,Retrait,Android,10486,0,0,Normal
221,CUST_259,2025-01-21 05:34:00,Ziguinchor,Free Money,Paiement,Android,41025,0,0,Normal
222,CUST_794,2025-01-26 02:35:00,Saint-Louis,Free Money,Transfert,iPhone,22791,55,1,Transaction nocturne
223,CUST_798,2025-04-01 22:13:00,Dakar,Carte Bancaire,Paiement,Android,34563,0,0,Normal
224,CUST_426,2025-01-02 10:20:00,Kaolack,Free Money,Retrait,Android,46572,0,0,Normal
225,CUST_264,2025-06-04 00:28:00,Kaolack,Free Money,Transfert,Android,37986,0,0,Normal
226,CUST_520,2025-01-04 12:37:00,Ziguinchor,Free Money,Transfert,Android,24614,0,0,Normal
227,CUST_388,2025-02-25 13:02:00,Kaolack,Wave,Retrait,iPhone,18641,30,0,Normal
228,CUST_321,2025-02-10 11:47:00,Ziguinchor,Orange Money,Retrait,Android,500,0,0,Normal
229,CUST_784,2025-02-14 10:29:00,Saint-Louis,Free Money,Paiement,iPhone,5582,0,0,Normal
230,CUST_845,2025-01-27 18:25:00,Kaolack,Wave,Paiement,iPhone,33856,0,0,Normal
231,CUST_585,2025-03-09 12:33:00,Saint-Louis,Free Money,Paiement,iPhone,56758,0,0,Normal
232,CUST_763,2025-05-23 17:37:00,Dakar,Wave,Retrait,iPhone,2458,0,0,Normal
233,CUST_713,2025-05-06 08:21:00,Kaolack,Orange Money,Paiement,Android,6438,0,0,Normal
234,CUST_235,2025-04-10 12:42:00,Thiès,Free Money,Paiement,iPhone,53305,0,0,Normal
235,CUST_834,2025-05-13 13:29:00,Ziguinchor,Wave,Transfert,Android,7461,0,0,Normal
236,CUST_618,2025-01-06 19:51:00,Ziguinchor,Wave,Retrait,Android,6752,30,0,Normal
237,CUST_823,2025-06-02 06:13:00,Dakar,Orange Money,Transfert,Android,4876,0,0,Normal
238,CUST_112,2025-05-30 09:55:00,Thiès,Wave,Paiement,iPhone,55459,0,0,Normal
239,CUST_513,2025-03-06 18:30:00,Kaolack,Wave,Paiement,Android,18119,0,0,Normal
240,CUST_864,2025-04-18 16:32:00,Kaolack,Wave,Transfert,Android,24086,0,0,Normal
241,CUST_497,2025-05-28 18:51:00,Thiès,Orange Money,Retrait,Android,5629,0,0,Normal
242,CUST_823,2025-01-16 03:04:00,Dakar,Orange Money,Paiement,iPhone,10297,25,0,Normal
243,CUST_77,2025-04-27 15:40:00,Thiès,Wave,Retrait,iPhone,3761,0,0,Normal
244,CUST_826,2025-06-23 13:58:00,Saint-Louis,Wave,Retrait,Android,34486,0,0,Normal
245,CUST_673,2025-06-26 18:19:00,Dakar,Free Money,Transfert,iPhone,30260,30,0,Normal
246,CUST_458,2025-01-25 09:58:00,Dakar,Carte Bancaire,Retrait,iPhone,16392,0,0,Normal
247,CUST_82,2025-01-21 08:35:00,Ziguinchor,Wave,Paiement,Android,14003,0,0,Normal
248,CUST_18,2025-02-06 10:38:00,Dakar,Wave,Transfert,Android,7992,0,0,Normal
249,CUST_737,2025-03-04 10:02:00,Dakar,Free Money,Paiement,iPhone,31308,0,0,Normal
250,CUST_679,2025-01-24 04:50:00,Saint-Louis,Free Money,Retrait,Android,13519,25,0,Normal
251,CUST_288,2025-03-13 10:59:00,Saint-Louis,Carte Bancaire,Transfert,Android,36081,0,0,Normal
252,CUST_210,2025-01-21 10:06:00,Dakar,Free Money,Paiement,iPhone,70799,0,0,Normal
253,CUST_683,2025-05-30 15:46:00,Dakar,Free Money,Transfert,iPhone,15746,0,0,Normal
254,CUST_167,2025-01-02 08:07:00,Saint-Louis,Carte Bancaire,Transfert,Android,23059,0,0,Normal
255,CUST_547,2025-05-08 21:12:00,Saint-Louis,Wave,Paiement,Android,6111,0,0,Normal
256,CUST_853,2025-05-07 01:12:00,Thiès,Wave,Paiement,iPhone,40576,25,0,Normal
257,CUST_572,2025-05-20 15:52:00,Thiès,Orange Money,Retrait,Android,11545,0,0,Normal
258,CUST_287,2025-05-12 17:22:00,Ziguinchor,Carte Bancaire,Retrait,iPhone,69076,0,0,Normal
259,CUST_937,2025-05-12 08:29:00,Saint-Louis,Wave,Paiement,Android,6977,0,0,Normal
